merchant_id,avg_ticket_size,total_volume,transaction_count,unique_customers,avg_fraud_score,decline_rate,refund_rate,international_customer_ratio,mcc,merchant_name,chargeback_count,online_ratio,transactions_per_customer,repeat_customer_score,chargeback_rate
MERCH_00030,105.05255263157895,39919.97,380,165,26.31110526315789,0.010526315789473684,0.04473684210526316,0.16842105263157894,4555,Ross Stores,0,0.3736842105263158,2.303030303030303,0.43421052631578944,0.0
MERCH_00031,105.1666091954023,36597.98,348,162,25.747614942528735,0.017241379310344827,0.03735632183908046,0.14080459770114942,5157,Google,1,0.4109195402298851,2.1481481481481484,0.4655172413793103,0.0028735632183908046
MERCH_00032,92.47938271604939,37454.15,405,188,24.87195061728395,0.014814814814814815,0.05432098765432099,0.2123456790123457,2410,Comcast,2,0.4049382716049383,2.154255319148936,0.4641975308641975,0.0049382716049382715
MERCH_00033,98.74474201474202,40189.11,407,183,26.31117936117936,0.029484029484029485,0.04668304668304668,0.16216216216216217,5378,Ticketmaster,0,0.3955773955773956,2.2240437158469946,0.44963144963144963,0.0
MERCH_00034,96.57039800995025,38821.3,402,176,25.597437810945273,0.014925373134328358,0.05970149253731343,0.18159203980099503,5372,Safeway,1,0.39303482587064675,2.284090909090909,0.43781094527363185,0.0024875621890547263
MERCH_00035,97.40425219941349,33214.85,341,157,26.156862170087976,0.026392961876832845,0.03225806451612903,0.17595307917888564,3248,Spotify,1,0.44281524926686217,2.171974522292994,0.4604105571847507,0.002932551319648094
MERCH_00036,88.66783475783475,31122.41,351,164,25.383732193732197,0.017094017094017096,0.05698005698005698,0.17094017094017094,6616,KFC,4,0.45014245014245013,2.1402439024390243,0.4672364672364673,0.011396011396011397
MERCH_00037,86.60457142857142,30311.6,350,157,24.335514285714286,0.008571428571428572,0.037142857142857144,0.14,9276,Singapore Airlines,4,0.4,2.229299363057325,0.44857142857142857,0.011428571428571429
MERCH_00038,117.33877358490567,37313.73,318,147,25.51433962264151,0.0031446540880503146,0.059748427672955975,0.2138364779874214,5076,Subway,0,0.389937106918239,2.163265306122449,0.4622641509433962,0.0
MERCH_00039,102.07186813186814,37154.16,364,154,23.436263736263733,0.01098901098901099,0.054945054945054944,0.1813186813186813,4555,Ross Stores,1,0.3159340659340659,2.3636363636363638,0.4230769230769231,0.0027472527472527475
MERCH_00040,104.89334285714285,36712.67,350,155,24.2498,0.02857142857142857,0.05142857142857143,0.15142857142857144,4367,Lufthansa,1,0.44285714285714284,2.2580645161290325,0.44285714285714284,0.002857142857142857
MERCH_00041,103.63506925207757,37412.26,361,168,25.96426592797784,0.019390581717451522,0.038781163434903045,0.2077562326869806,4039,T-Mobile,1,0.39058171745152354,2.1488095238095237,0.46537396121883656,0.002770083102493075
MERCH_00042,94.99359331476322,34102.7,359,161,25.346462395543174,0.027855153203342618,0.052924791086350974,0.181058495821727,5175,Chipotle,2,0.3983286908077994,2.229813664596273,0.44846796657381616,0.005571030640668524
MERCH_00043,100.81466257668713,32865.58,326,151,23.587269938650305,0.003067484662576687,0.05828220858895705,0.1656441717791411,4039,T-Mobile,3,0.36809815950920244,2.1589403973509933,0.46319018404907975,0.009202453987730062
MERCH_00044,92.21148876404494,32827.29,356,161,26.013202247191014,0.025280898876404494,0.05337078651685393,0.2247191011235955,7811,Dunkin,1,0.39325842696629215,2.2111801242236027,0.4522471910112359,0.0028089887640449437
MERCH_00045,101.17973429951692,41888.41,414,180,24.674637681159417,0.021739130434782608,0.036231884057971016,0.1473429951690821,7752,Toyota,1,0.4106280193236715,2.3,0.4347826086956522,0.0024154589371980675
MERCH_00046,93.55274787535411,33024.12,353,158,25.147422096317282,0.0113314447592068,0.06232294617563739,0.1671388101983003,1261,H&M,1,0.39943342776203966,2.2341772151898733,0.4475920679886686,0.0028328611898017
MERCH_00047,90.67961077844312,30286.99,334,158,24.979730538922155,0.023952095808383235,0.05688622754491018,0.16766467065868262,6724,AT&T,4,0.4221556886227545,2.1139240506329116,0.4730538922155688,0.011976047904191617
MERCH_00048,100.44567415730339,35758.66,356,164,25.412893258426966,0.042134831460674156,0.05056179775280899,0.18820224719101122,9564,Kohls,1,0.34269662921348315,2.1707317073170733,0.46067415730337075,0.0028089887640449437
MERCH_00049,95.97831428571429,33592.41,350,152,24.50042857142857,0.017142857142857144,0.04,0.17714285714285713,8572,Shopify,1,0.4114285714285714,2.3026315789473686,0.4342857142857143,0.002857142857142857
MERCH_00050,109.92024844720497,35394.32,322,138,23.491739130434784,0.015527950310559006,0.040372670807453416,0.17391304347826086,4625,Costco,0,0.41304347826086957,2.3333333333333335,0.42857142857142855,0.0
MERCH_00051,102.44994923857868,40365.28,394,162,25.54157360406091,0.01015228426395939,0.0583756345177665,0.16243654822335024,7747,Tesla,2,0.43147208121827413,2.432098765432099,0.4111675126903553,0.005076142131979695
MERCH_00052,106.67640949554895,35949.95,337,159,26.275370919881304,0.020771513353115726,0.04451038575667656,0.17210682492581603,1445,Netflix,1,0.3857566765578635,2.119496855345912,0.4718100890207715,0.002967359050445104
MERCH_00053,99.95105555555554,35982.38,360,163,24.182444444444446,0.008333333333333333,0.05277777777777778,0.19166666666666668,7752,Toyota,1,0.33055555555555555,2.208588957055215,0.4527777777777778,0.002777777777777778
MERCH_00054,96.34301333333333,36128.63,375,160,23.281039999999997,0.008,0.037333333333333336,0.144,1579,Regal Cinemas,2,0.39466666666666667,2.34375,0.4266666666666667,0.005333333333333333
MERCH_00055,96.16906914893617,36159.57,376,174,26.976462765957447,0.013297872340425532,0.031914893617021274,0.14095744680851063,8338,Zara,4,0.39095744680851063,2.160919540229885,0.4627659574468085,0.010638297872340425
MERCH_00056,100.75189801699716,35565.42,353,156,26.88492917847025,0.0113314447592068,0.036827195467422094,0.18696883852691218,7571,Disney,4,0.35694050991501414,2.2628205128205128,0.4419263456090652,0.0113314447592068
MERCH_00057,107.03599447513812,38747.03,362,170,25.402900552486187,0.016574585635359115,0.06353591160220995,0.17955801104972377,8892,Burger King,4,0.40331491712707185,2.1294117647058823,0.4696132596685083,0.011049723756906077
MERCH_00058,94.27324074074075,40726.04,432,187,25.589074074074073,0.016203703703703703,0.04398148148148148,0.13194444444444445,9894,Adidas,3,0.42592592592592593,2.3101604278074865,0.4328703703703704,0.006944444444444444
MERCH_00059,94.56633689839572,35367.81,374,165,24.68360962566845,0.02406417112299465,0.034759358288770054,0.16310160427807488,5175,Chipotle,0,0.35561497326203206,2.2666666666666666,0.4411764705882353,0.0
MERCH_00060,100.66456852791877,39661.84,394,170,23.868730964467005,0.01015228426395939,0.07106598984771574,0.1218274111675127,1880,Microsoft,2,0.4137055837563452,2.3176470588235296,0.4314720812182741,0.005076142131979695
MERCH_00061,104.89254716981132,33355.83,318,147,24.085345911949688,0.015723270440251572,0.03773584905660377,0.14465408805031446,5150,Lululemon,2,0.4308176100628931,2.163265306122449,0.4622641509433962,0.006289308176100629
MERCH_00062,99.5684,39827.36,400,168,25.986275,0.015,0.04,0.175,9210,Verizon,2,0.36,2.380952380952381,0.42,0.005
MERCH_00063,105.82757255936676,40108.65,379,162,23.24915567282322,0.010554089709762533,0.052770448548812667,0.13720316622691292,9032,Uber,2,0.36939313984168864,2.3395061728395063,0.42744063324538256,0.005277044854881266
MERCH_00064,95.05151041666666,36499.78,384,168,24.191223958333335,0.015625,0.0625,0.15625,9347,Pizza Hut,2,0.4192708333333333,2.2857142857142856,0.4375,0.005208333333333333
MERCH_00065,100.05812883435583,32618.95,326,147,25.152147239263805,0.012269938650306749,0.03987730061349693,0.16257668711656442,8394,Macys,2,0.4171779141104294,2.2176870748299318,0.45092024539877307,0.006134969325153374
MERCH_00066,105.99956756756755,39219.84,370,176,25.566243243243242,0.008108108108108109,0.04054054054054054,0.1864864864864865,8211,Walmart,2,0.43243243243243246,2.102272727272727,0.4756756756756757,0.005405405405405406
MERCH_00067,102.54798408488062,38660.59,377,169,24.31350132625995,0.021220159151193633,0.050397877984084884,0.20159151193633953,4129,Aldi,1,0.3793103448275862,2.230769230769231,0.4482758620689655,0.002652519893899204
MERCH_00068,103.3625495049505,41758.47,404,179,24.437747524752478,0.012376237623762377,0.05693069306930693,0.1782178217821782,5372,Safeway,1,0.3910891089108911,2.2569832402234637,0.4430693069306931,0.0024752475247524753
MERCH_00069,106.46657232704403,33856.37,318,154,25.418553459119497,0.012578616352201259,0.050314465408805034,0.16037735849056603,5016,Bed Bath & Beyond,2,0.42138364779874216,2.064935064935065,0.4842767295597484,0.006289308176100629
MERCH_00070,111.08125340599454,40766.82,367,161,24.62272479564033,0.01634877384196185,0.0653950953678474,0.15803814713896458,1880,Microsoft,2,0.39509536784741145,2.279503105590062,0.43869209809264303,0.005449591280653951
MERCH_00071,102.39949061662199,38195.01,373,164,24.621501340482574,0.02680965147453083,0.07506702412868632,0.14209115281501342,5332,McDonalds,2,0.42091152815013405,2.274390243902439,0.43967828418230565,0.005361930294906166
MERCH_00072,101.25874651810585,36351.89,359,158,23.70091922005571,0.013927576601671309,0.03064066852367688,0.16991643454038996,8892,Burger King,1,0.3955431754874652,2.2721518987341773,0.44011142061281333,0.002785515320334262
MERCH_00073,97.85403743315509,36597.41,374,170,23.719438502673796,0.016042780748663103,0.045454545454545456,0.20320855614973263,1880,Microsoft,0,0.42780748663101603,2.2,0.45454545454545453,0.0
MERCH_00074,109.78362433862434,41498.21,378,158,24.656825396825397,0.010582010582010581,0.05026455026455026,0.1931216931216931,5076,Subway,6,0.43386243386243384,2.392405063291139,0.417989417989418,0.015873015873015872
MERCH_00075,91.30931318681317,33236.59,364,164,24.61703296703297,0.008241758241758242,0.07142857142857142,0.1401098901098901,7364,Papa Johns,1,0.3516483516483517,2.2195121951219514,0.4505494505494505,0.0027472527472527475
MERCH_00076,102.37600550964187,37162.49,363,158,25.889035812672173,0.02203856749311295,0.030303030303030304,0.162534435261708,1848,Whole Foods,0,0.38016528925619836,2.2974683544303796,0.43526170798898073,0.0
MERCH_00077,98.68974137931035,34344.03,348,153,25.505488505747127,0.014367816091954023,0.03735632183908046,0.16954022988505746,2410,Comcast,3,0.39080459770114945,2.2745098039215685,0.4396551724137931,0.008620689655172414
MERCH_00078,101.44895953757225,35101.34,346,159,27.293901734104047,0.02023121387283237,0.05202312138728324,0.15895953757225434,8060,Walgreens,0,0.40173410404624277,2.1761006289308176,0.4595375722543353,0.0
MERCH_00079,91.16359477124183,27896.06,306,147,25.98591503267974,0.0032679738562091504,0.049019607843137254,0.18627450980392157,2847,Cathay Pacific,1,0.4019607843137255,2.0816326530612246,0.48039215686274506,0.0032679738562091504
MERCH_00080,100.8365903307888,39628.78,393,168,26.929821882951654,0.020356234096692113,0.03307888040712468,0.17557251908396945,8467,The Home Depot,1,0.41475826972010177,2.3392857142857144,0.42748091603053434,0.002544529262086514
MERCH_00081,131.3905988023952,43884.46,334,153,23.76491017964072,0.014970059880239521,0.05089820359281437,0.19760479041916168,1261,H&M,1,0.36227544910179643,2.183006535947712,0.4580838323353294,0.0029940119760479044
MERCH_00082,106.68151933701657,38618.71,362,157,22.22610497237569,0.0055248618784530384,0.04143646408839779,0.1464088397790055,1452,American Airlines,0,0.3729281767955801,2.305732484076433,0.43370165745856354,0.0
MERCH_00083,97.981776504298,34195.64,349,160,24.877421203438395,0.008595988538681949,0.06017191977077364,0.16332378223495703,5150,Lululemon,3,0.4699140401146132,2.18125,0.4584527220630373,0.008595988538681949
MERCH_00084,97.33293023255813,41853.159999999996,430,179,23.357953488372093,0.011627906976744186,0.05116279069767442,0.16744186046511628,8394,Macys,2,0.3697674418604651,2.4022346368715084,0.41627906976744183,0.004651162790697674
MERCH_00085,101.39139880952382,34067.51,336,160,24.823065476190475,0.002976190476190476,0.0744047619047619,0.17261904761904762,7238,Wayfair,4,0.375,2.1,0.47619047619047616,0.011904761904761904
MERCH_00086,120.76356923076924,39248.16,325,154,25.126553846153847,0.015384615384615385,0.03076923076923077,0.19384615384615383,1551,Neiman Marcus,4,0.4123076923076923,2.1103896103896105,0.4738461538461538,0.012307692307692308
MERCH_00087,112.3418306010929,41117.11,366,155,23.790136612021858,0.0273224043715847,0.07103825136612021,0.15846994535519127,9894,Adidas,1,0.3797814207650273,2.361290322580645,0.4234972677595628,0.00273224043715847
MERCH_00088,104.38048387096775,38829.54,372,168,24.118924731182794,0.008064516129032258,0.07258064516129033,0.15053763440860216,6011,Shell,1,0.3682795698924731,2.2142857142857144,0.45161290322580644,0.002688172043010753
MERCH_00089,111.28066265060241,36945.18,332,151,25.616295180722894,0.015060240963855422,0.03614457831325301,0.1746987951807229,1880,Microsoft,0,0.3855421686746988,2.198675496688742,0.45481927710843373,0.0
MERCH_00090,115.48095930232557,39725.45,344,155,24.879505813953486,0.02616279069767442,0.040697674418604654,0.18023255813953487,5076,Subway,1,0.37790697674418605,2.2193548387096773,0.45058139534883723,0.0029069767441860465
MERCH_00091,98.97723076923076,32167.6,325,155,24.645323076923077,0.018461538461538463,0.036923076923076927,0.19692307692307692,5016,Bed Bath & Beyond,2,0.3569230769230769,2.096774193548387,0.47692307692307695,0.006153846153846154
MERCH_00092,97.7447554347826,35970.07,368,165,27.28353260869565,0.021739130434782608,0.024456521739130436,0.15760869565217392,7238,Wayfair,2,0.4429347826086957,2.2303030303030305,0.4483695652173913,0.005434782608695652
MERCH_00093,94.21520775623269,34011.69,361,158,24.195540166204985,0.0332409972299169,0.05817174515235457,0.1772853185595568,4039,T-Mobile,1,0.4182825484764543,2.2848101265822787,0.4376731301939058,0.002770083102493075
MERCH_00094,101.32364672364672,35564.6,351,160,24.11783475783476,0.017094017094017096,0.05982905982905983,0.150997150997151,2407,Chick-fil-A,1,0.4131054131054131,2.19375,0.45584045584045585,0.002849002849002849
MERCH_00095,103.9492200557103,37317.77,359,164,24.693621169916437,0.027855153203342618,0.052924791086350974,0.12534818941504178,7811,Dunkin,3,0.4011142061281337,2.1890243902439024,0.4568245125348189,0.008356545961002786
MERCH_00096,96.37296296296296,31224.84,324,157,23.63280864197531,0.021604938271604937,0.046296296296296294,0.1574074074074074,7468,United Airlines,3,0.37037037037037035,2.0636942675159236,0.4845679012345679,0.009259259259259259
MERCH_00097,98.075522875817,30011.11,306,144,23.938202614379087,0.013071895424836602,0.032679738562091505,0.16339869281045752,6555,Charter Communications,1,0.43137254901960786,2.125,0.47058823529411764,0.0032679738562091504
MERCH_00098,103.306953125,39669.87,384,167,25.217109375000003,0.018229166666666668,0.0703125,0.1953125,3738,Expedia,1,0.3802083333333333,2.2994011976047903,0.43489583333333337,0.0026041666666666665
MERCH_00099,108.26896276595744,40709.13,376,164,23.476755319148936,0.018617021276595744,0.07446808510638298,0.14627659574468085,8467,The Home Depot,5,0.3829787234042553,2.292682926829268,0.43617021276595747,0.013297872340425532
MERCH_00100,96.34376899696048,31697.1,329,153,26.320091185410334,0.02735562310030395,0.0486322188449848,0.1398176291793313,8394,Macys,2,0.4012158054711246,2.150326797385621,0.4650455927051672,0.0060790273556231
MERCH_00101,112.48140401146132,39256.01,349,171,23.30220630372493,0.008595988538681949,0.034383954154727794,0.1489971346704871,2410,Comcast,3,0.4269340974212034,2.0409356725146197,0.4899713467048711,0.008595988538681949
MERCH_00102,100.13537993920973,32944.54,329,157,23.270699088145896,0.0182370820668693,0.0729483282674772,0.18541033434650456,9605,Amazon,6,0.3677811550151976,2.0955414012738856,0.4772036474164133,0.0182370820668693
MERCH_00103,96.96431266846362,35973.76,371,163,22.976388140161724,0.016172506738544475,0.0431266846361186,0.16172506738544473,7349,Taco Bell,3,0.3881401617250674,2.276073619631902,0.43935309973045816,0.008086253369272238
MERCH_00104,103.9649720670391,37219.46,358,162,25.750446927374302,0.01675977653631285,0.07541899441340782,0.2011173184357542,5372,Safeway,0,0.38268156424581007,2.2098765432098766,0.4525139664804469,0.0
MERCH_00105,102.37615803814715,37572.05,367,161,24.339782016348774,0.01907356948228883,0.04904632152588556,0.15258855585831063,2407,Chick-fil-A,2,0.3896457765667575,2.279503105590062,0.43869209809264303,0.005449591280653951
MERCH_00106,101.15186700767262,39550.38,391,164,24.32695652173913,0.0076726342710997444,0.04859335038363171,0.13554987212276215,8211,Walmart,2,0.4092071611253197,2.3841463414634148,0.4194373401534527,0.005115089514066497
MERCH_00107,120.08629179331307,39508.39,329,150,23.352097264437692,0.0243161094224924,0.03343465045592705,0.1398176291793313,9236,Saks Fifth Avenue,1,0.3799392097264438,2.1933333333333334,0.45592705167173253,0.00303951367781155
MERCH_00108,108.12455128205129,33734.86,312,144,27.108205128205128,0.016025641025641024,0.05128205128205128,0.09615384615384616,9695,Tesco,0,0.42628205128205127,2.1666666666666665,0.46153846153846156,0.0
MERCH_00109,88.01326869806094,31772.79,361,164,25.62523545706371,0.019390581717451522,0.07202216066481995,0.1772853185595568,6111,Gap Inc,1,0.3988919667590028,2.201219512195122,0.45429362880886426,0.002770083102493075
MERCH_00110,111.73288557213931,44916.62,402,174,23.844452736318406,0.009950248756218905,0.04477611940298507,0.15671641791044777,9070,Trader Joes,2,0.40298507462686567,2.310344827586207,0.4328358208955224,0.004975124378109453
MERCH_00111,107.38045212765958,40375.05,376,165,24.630611702127663,0.005319148936170213,0.061170212765957445,0.17553191489361702,6011,Shell,0,0.425531914893617,2.278787878787879,0.43882978723404253,0.0
MERCH_00112,94.1869018404908,30704.93,326,152,25.202638036809816,0.024539877300613498,0.05214723926380368,0.18404907975460122,9737,Williams-Sonoma,0,0.4325153374233129,2.1447368421052633,0.4662576687116564,0.0
MERCH_00113,110.61613941018767,41259.82,373,157,25.546541554959788,0.021447721179624665,0.029490616621983913,0.16621983914209115,1693,Target,0,0.43699731903485256,2.375796178343949,0.42091152815013405,0.0
MERCH_00114,97.99515406162465,34984.27,357,168,25.542240896358543,0.014005602240896359,0.06722689075630252,0.1876750700280112,1867,AMC Theatres,2,0.484593837535014,2.125,0.47058823529411764,0.0056022408963585435
MERCH_00115,96.15402930402931,26250.05,273,131,23.742673992673993,0.018315018315018316,0.054945054945054944,0.18315018315018314,9283,Nordstrom,0,0.39194139194139194,2.0839694656488548,0.4798534798534799,0.0
MERCH_00116,101.32966197183099,35972.03,355,152,25.337887323943665,0.01971830985915493,0.061971830985915494,0.15492957746478872,9347,Pizza Hut,3,0.3464788732394366,2.335526315789474,0.428169014084507,0.008450704225352112
MERCH_00117,94.27277945619336,31204.29,331,150,25.95190332326284,0.012084592145015106,0.04833836858006042,0.16314199395770393,6724,AT&T,0,0.3867069486404834,2.2066666666666666,0.45317220543806647,0.0
MERCH_00118,103.87817415730336,36980.63,356,167,25.85845505617978,0.025280898876404494,0.06179775280898876,0.1404494382022472,9070,Trader Joes,4,0.4353932584269663,2.1317365269461077,0.46910112359550565,0.011235955056179775
MERCH_00119,112.55811320754718,35793.48,318,153,24.534622641509436,0.006289308176100629,0.059748427672955975,0.1540880503144654,7364,Papa Johns,1,0.4088050314465409,2.0784313725490198,0.48113207547169806,0.0031446540880503146
MERCH_00120,108.9587566137566,41186.409999999996,378,167,25.364550264550264,0.021164021164021163,0.06084656084656084,0.16666666666666666,4555,Ross Stores,3,0.41534391534391535,2.2634730538922154,0.4417989417989418,0.007936507936507936
MERCH_00121,95.18856770833334,36552.41,384,168,23.065130208333333,0.018229166666666668,0.041666666666666664,0.15625,8394,Macys,0,0.4010416666666667,2.2857142857142856,0.4375,0.0
MERCH_00122,105.84918987341773,41810.43,395,174,27.042101265822783,0.017721518987341773,0.04810126582278481,0.14430379746835442,5076,Subway,0,0.4,2.2701149425287355,0.44050632911392407,0.0
MERCH_00123,87.42736147757256,33134.97,379,170,22.888153034300792,0.013192612137203167,0.0395778364116095,0.1345646437994723,9154,InterContinental Hotels,2,0.38786279683377306,2.2294117647058824,0.44854881266490765,0.005277044854881266
MERCH_00124,95.16834224598931,35592.96,374,163,24.775748663101602,0.01871657754010695,0.06417112299465241,0.18983957219251338,5157,Google,5,0.3663101604278075,2.294478527607362,0.43582887700534756,0.013368983957219251
MERCH_00125,93.51780701754386,31983.09,342,159,27.38099415204678,0.005847953216374269,0.05555555555555555,0.19005847953216373,7747,Tesla,6,0.4093567251461988,2.150943396226415,0.4649122807017544,0.017543859649122806
MERCH_00126,107.56741144414168,39477.24,367,142,23.23441416893733,0.01634877384196185,0.05449591280653951,0.12534059945504086,7238,Wayfair,5,0.3678474114441417,2.584507042253521,0.3869209809264305,0.013623978201634877
MERCH_00127,93.50058355437666,35249.72,377,162,26.13389920424403,0.013262599469496022,0.03183023872679045,0.14854111405835543,1402,Emirates,4,0.4005305039787798,2.3271604938271606,0.4297082228116711,0.010610079575596816
MERCH_00128,99.2254,34728.89,350,157,25.290285714285716,0.014285714285714285,0.04285714285714286,0.1742857142857143,6490,PayPal,2,0.38857142857142857,2.229299363057325,0.44857142857142857,0.005714285714285714
MERCH_00129,94.19115273775216,32684.329999999998,347,157,26.452391930835734,0.01729106628242075,0.0345821325648415,0.14121037463976946,6490,PayPal,2,0.37175792507204614,2.210191082802548,0.4524495677233429,0.005763688760806916
MERCH_00130,110.20163157894737,41876.62,380,167,25.227342105263155,0.013157894736842105,0.042105263157894736,0.16842105263157894,1445,Netflix,1,0.4052631578947368,2.2754491017964074,0.4394736842105263,0.002631578947368421
MERCH_00131,111.04968,41643.63,375,165,24.474026666666667,0.008,0.050666666666666665,0.20533333333333334,6490,PayPal,1,0.3626666666666667,2.272727272727273,0.43999999999999995,0.0026666666666666666
