issuer_id,active_customers,active_cards,total_transaction_volume,avg_transaction_amount,transaction_count,avg_available_credit,avg_spending_limit,avg_account_age_days,avg_fraud_score,avg_cardholder_risk_score,decline_rate,insufficient_funds_rate,chargeback_count,cross_border_ratio,ecommerce_ratio,cash_advance_ratio,3ds_success_rate,avg_velocity_24h,transactions_per_customer,volume_per_customer,chargeback_rate,approval_rate,cards_per_customer,cluster,pca_1,pca_2
ISSUER_011,22,22,497388.43,111.12342046470063,4476,10525.02698391421,3798.704200178731,1829.4361036639857,21.593677390527258,20.411262287756927,0.010277033065236819,0.0020107238605898124,21,0.17828418230563003,0.3775692582663092,0.020554066130473638,0.8562130177514793,2.9886058981233243,203.45454545454547,22608.565,0.004691689008042895,0.9897229669347631,1.0,0,-0.4299623351238155,2.7148410872293463
ISSUER_012,26,26,540298.63,112.16496367033423,4817,10661.55039236039,3801.9514220469173,1849.0095495121445,32.60754619057504,19.869182063525017,0.03176250778492838,0.003321569441561138,22,0.20427652065600996,0.4145733859248495,0.018061033838488685,0.8487731597396094,3.0211750051899524,185.26923076923077,20780.71653846154,0.004567157982146564,0.9682374922150716,1.0,3,4.879544811784851,0.9750440882569665
ISSUER_013,15,15,272586.22,127.13909514925372,2144,10626.771553171642,3795.4757462686566,1814.4752798507463,20.780219216417912,20.052313432835824,0.013059701492537313,0.0009328358208955224,13,0.14272388059701493,0.373134328358209,0.021455223880597014,0.85,2.951026119402985,142.93333333333334,18172.414666666664,0.006063432835820896,0.9869402985074627,1.0,4,-3.319562145011965,-0.9326670634869868
ISSUER_014,20,20,542301.06,127.12167369901549,4266,10668.92943506798,3867.6746366619786,1841.730192217534,25.428389592123768,20.077248007501172,0.02086263478668542,0.0030473511486169714,21,0.15705578996718236,0.3368495077355837,0.026019690576652602,0.8587334725121781,3.006797937177684,213.3,27115.053000000004,0.004922644163150493,0.9791373652133146,1.0,0,0.49088847888119963,2.3737885808772106
ISSUER_015,24,23,317006.27,91.27735963144256,3473,10442.833337172473,3824.3593435070543,1867.3106824071408,22.999032536711777,20.042159516268356,0.012093291102792975,0.0017276130146847107,21,0.18197523754678951,0.48200403109703427,0.022171033688453787,0.8566308243727598,3.022458969190901,144.70833333333334,13208.594583333334,0.006046645551396487,0.987906708897207,0.9583333333333334,2,0.45863320734180085,-0.12089977494668434
ISSUER_016,23,23,351300.18,91.86720188284518,3824,10514.413953974896,3743.723849372385,1855.5143828451883,26.86272228033473,20.23954759414226,0.02432008368200837,0.0023535564853556486,28,0.19743723849372385,0.44273012552301255,0.02092050209205021,0.8381571175428234,3.0460251046025104,166.2608695652174,15273.920869565218,0.007322175732217573,0.9756799163179917,1.0,3,3.3754025011637365,-0.5676316451814556
ISSUER_017,19,19,341672.23,108.05573371283997,3162,10655.403080328906,3832.8589500316257,1833.5958254269449,25.437324478178372,20.323883617963315,0.016129032258064516,0.002213788741302973,11,0.23402909550917142,0.34282099936748894,0.020872865275142316,0.8579335793357934,3.0243516761543328,166.42105263157896,17982.74894736842,0.003478810879190386,0.9838709677419355,1.0,1,-0.6620761477082244,-0.4220287123581835
ISSUER_018,21,21,391853.66,97.69475442533033,4011,10489.64292944403,3765.1458489154825,1846.8247319870356,20.72240339067564,20.18074794315632,0.009473946646721515,0.0012465719272001994,14,0.13313388182498131,0.35901271503365745,0.020942408376963352,0.8638888888888889,2.986786337571678,191.0,18659.698095238095,0.0034904013961605585,0.9905260533532785,1.0,0,-1.6132214789593249,1.2241637059707993
ISSUER_019,25,24,545140.86,108.48574328358208,5025,10479.464125373133,3701.3930348258705,1838.5192039800995,27.62438606965174,20.245908457711444,0.02109452736318408,0.0021890547263681594,26,0.21014925373134327,0.37472636815920396,0.022686567164179106,0.8523632501327668,2.977313432835821,201.0,21805.6344,0.005174129353233831,0.9789054726368159,0.96,0,2.6312096742133915,2.9260992102525734
ISSUER_020,21,21,602919.85,121.21428427824688,4974,10385.715591073584,3818.4559710494573,1839.3556493767592,24.273972657820668,19.725558906312827,0.014274225975070366,0.0018094089264173703,28,0.16224366706875754,0.36891837555287493,0.019903498190591073,0.8381471389645777,2.9941696823482107,236.85714285714286,28710.469047619048,0.0056292722155207075,0.9857257740249297,1.0,0,0.271374362787315,4.043328959386252
ISSUER_021,17,17,347360.28,104.46925714285715,3325,10406.347560902255,3755.0375939849623,1856.9151879699248,27.65695037593985,20.27465263157895,0.022255639097744362,0.002706766917293233,11,0.1593984962406015,0.37954887218045114,0.021052631578947368,0.8454833597464342,2.9783458646616543,195.58823529411765,20432.957647058825,0.0033082706766917294,0.9777443609022556,1.0,1,0.07399118005864114,-1.0034714202453494
ISSUER_022,22,22,514398.55,114.82110491071428,4480,10382.173683035715,3742.6339285714284,1849.4837053571428,23.482075892857143,19.6996875,0.0125,0.0015625,21,0.18794642857142857,0.4095982142857143,0.023214285714285715,0.8594005449591281,2.9805803571428573,203.63636363636363,23381.752272727274,0.0046875,0.9875,1.0,0,-0.2627528247176784,3.2383382066256354
ISSUER_023,23,23,476841.72,97.29478065700877,4901,10617.417355641706,3851.9689859212403,1832.9957151601714,21.03684350132626,19.985686594572538,0.009997959600081615,0.00020403999183840033,18,0.1752703529891859,0.364415425423383,0.021628239134870435,0.8499440089585666,3.0161191593552337,213.08695652173913,20732.24869565217,0.003672719853091206,0.9900020403999183,1.0,0,-0.9935303208114816,3.06447051671504
ISSUER_024,21,21,220413.73,62.00104922644164,3555,10475.272922644164,3764.1350210970463,1828.6573839662447,27.78709423347398,20.318666666666665,0.02419127988748242,0.004219409282700422,23,0.13558368495077355,0.42447257383966247,0.016877637130801686,0.8429423459244533,3.013220815752461,169.28571428571428,10495.891904761906,0.006469760900140647,0.9758087201125176,1.0,2,3.0252012513648743,-3.273357615184258
ISSUER_025,11,11,225863.27,93.60268130957314,2413,10558.518023207625,3825.3211769581435,1881.9772067965189,24.102556983008704,19.92325321176958,0.016576875259013676,0.003315375051802735,9,0.13634479900538748,0.41856610029009533,0.015748031496062992,0.8485148514851485,3.062992125984252,219.36363636363637,20533.024545454544,0.0037297969332780773,0.9834231247409864,1.0,1,-2.080171417750886,-3.4048396009803183
ISSUER_026,19,19,399105.12,130.3839006860503,3061,10540.987370140478,3744.2012414243713,1833.859849722313,22.72378307742568,19.613322443645867,0.007840574975498203,0.0013067624959163672,9,0.20810192747468148,0.45769356419470764,0.019601437438745508,0.8536759457530335,2.960143743874551,161.10526315789474,21005.532631578946,0.0029402156158118264,0.9921594250245018,1.0,4,-2.729704664894055,1.423186193458399
ISSUER_027,23,23,382701.16,113.32578027835356,3377,10359.259363340241,3701.3621557595498,1810.635771394729,27.417112822031388,19.97646431744152,0.015102161681966242,0.0026650873556411016,21,0.2401539828249926,0.5644062777613266,0.018951732306781165,0.8326337880377754,2.981344388510512,146.82608695652175,16639.180869565218,0.00621853716316257,0.9848978383180338,1.0,2,1.6609350042213034,0.6611413453847474
ISSUER_028,16,16,265037.78,76.97873366250364,3443,10583.609085100203,3821.9575951205343,1827.023525994772,23.363586988091782,20.04432762126053,0.01045599767644496,0.0011617775196049957,14,0.1870461806564043,0.3258785942492013,0.015683996514667443,0.8520499108734403,2.966018007551554,215.1875,16564.86125,0.004066221318617485,0.989544002323555,1.0,1,-2.4860795170062984,-0.8902341508007537
ISSUER_029,24,24,413422.98,97.82843823946995,4226,10449.833305726455,3808.09275911027,1834.5814008518694,24.386904874585895,19.89532654992901,0.017510648367250355,0.001656412683388547,19,0.13582584003786086,0.37647893989588266,0.019640321817321345,0.8403519798868636,3.0059157595835306,176.08333333333334,17225.9575,0.0044959772834831995,0.9824893516327496,1.0,0,0.9235883973460246,0.9144305984621001
ISSUER_030,20,20,388870.74,88.62140838650866,4388,10502.18845715588,3849.9316317228804,1836.3033272561531,23.382787146763903,20.051114402917044,0.012989972652689152,0.0013673655423883319,27,0.19257064721969006,0.3824065633546035,0.022789425706472195,0.8468414779499404,2.9940747493163173,219.4,19443.537,0.006153144940747493,0.9870100273473108,1.0,0,-0.1843052349818796,1.648258641112546
ISSUER_031,19,19,264289.3,91.35475285171103,2893,10456.342322848255,3776.702385067404,1849.4192879363982,23.490269616315246,19.802409263740063,0.014517801590044937,0.0024196335983408227,22,0.13169720013826478,0.4306947805046664,0.021431040442447286,0.8571428571428571,2.9602488765986865,152.26315789473685,13909.963157894736,0.0076045627376425855,0.9854821984099551,1.0,2,-0.4487020728047857,-1.4023204858200522
ISSUER_032,34,34,472886.3,95.33997983870968,4960,10549.167205645163,3741.8346774193546,1837.9318548387096,33.287995967741935,20.269943548387097,0.03024193548387097,0.0038306451612903224,27,0.2217741935483871,0.4520161290322581,0.01875,0.8537020517395183,3.0173387096774196,145.88235294117646,13908.420588235294,0.005443548387096774,0.969758064516129,1.0,3,7.3328642953954875,0.9509049644266706
ISSUER_033,15,14,217013.88,73.66391038696538,2946,10422.068968092328,3773.251866938221,1860.9456890699253,20.764901561439242,20.14164969450102,0.009504412763068567,0.0013577732518669382,16,0.159877800407332,0.3058384249830278,0.019687712152070606,0.8501664816870145,2.9803122878479296,196.4,14467.592,0.005431093007467753,0.9904955872369314,0.9333333333333333,2,-2.9144195517499263,-1.7117852422650064
ISSUER_034,18,18,294993.37,133.17985101580135,2215,10411.570176072235,3844.2437923250563,1855.9656884875847,23.678388261851016,19.771589164785553,0.011286681715575621,0.0009029345372460496,13,0.2514672686230248,0.4058690744920993,0.02528216704288939,0.8698553948832035,3.00451467268623,123.05555555555556,16388.520555555555,0.005869074492099322,0.9887133182844243,1.0,4,-2.3179375262441866,-0.06895336576056736
ISSUER_035,20,20,291384.3,80.40405629139073,3624,10366.378123620309,3960.954746136865,1811.8065673289184,21.88576434878587,20.064092163355408,0.01545253863134658,0.0016556291390728477,21,0.12693156732891833,0.29635761589403975,0.01683222958057395,0.8417132216014898,2.9873068432671084,181.2,14569.215,0.005794701986754967,0.9845474613686535,1.0,2,-0.8476740404688488,-0.8706774509577201
ISSUER_036,22,22,354781.45,88.38601145989038,4014,10567.053861484805,3750.871948181365,1854.0842052815146,28.84446686596911,20.262466367713003,0.02715495764823119,0.004235176880916791,17,0.1218236173393124,0.416791230692576,0.023168908819133034,0.8433950986252241,2.9519182859990036,182.45454545454547,16126.429545454546,0.004235176880916791,0.9728450423517688,1.0,3,2.747285808545318,-1.1966622979938324
ISSUER_037,23,23,392067.2,101.80919241755389,3851,10472.434362503245,3868.475720592054,1837.2812256556738,22.036725525837443,19.800467411062062,0.010646585302518826,0.001038691249026227,14,0.169306673591275,0.4279407945988055,0.018436769670215528,0.8543689320388349,2.967281225655674,167.43478260869566,17046.4,0.003635419371591794,0.9893534146974812,1.0,4,-1.2230721479546187,1.1671487228870632
ISSUER_038,22,22,337004.56,101.020551558753,3336,10539.026426858512,3660.8213429256593,1842.1291966426859,22.935335731414867,20.08675659472422,0.012589928057553957,0.0020983213429256594,14,0.11510791366906475,0.41876498800959233,0.020983213429256596,0.8575518969219756,3.0215827338129495,151.63636363636363,15318.389090909091,0.004196642685851319,0.987410071942446,1.0,2,-0.16007407576642485,-0.2728998632578805
ISSUER_039,20,20,375058.44,92.2426069847516,4066,10583.21337678308,3892.5233644859813,1848.241023118544,20.140263157894736,20.12092228234137,0.0073782587309394985,0.0004918839153959665,21,0.102803738317757,0.3856369896704378,0.02336448598130841,0.8539540816326531,3.012543039842597,203.3,18752.922,0.005164781111657649,0.9926217412690606,1.0,0,-1.9660483831310926,1.3658163095907
ISSUER_040,18,18,266047.16,77.02581354950782,3454,10405.846074116967,3872.0324261725536,1850.5251881876086,22.82227272727273,20.056551823972207,0.015344528083381586,0.0026056745801968733,15,0.14678633468442387,0.35263462651997685,0.025188187608569775,0.8325123152709359,2.984076433121019,191.88888888888889,14780.397777777776,0.004342790966994789,0.9846554719166184,1.0,2,-1.0226853753508922,-1.0229283448694613
ISSUER_041,19,19,359971.74,135.1752684941795,2663,10631.01622230567,3812.8051070221554,1824.1483289523094,22.60131806233571,20.447194892977844,0.012767555388659407,0.0015020653398422831,12,0.1836274877957191,0.475028163725122,0.016522718738265114,0.8545454545454545,3.0289147577919637,140.1578947368421,18945.88105263158,0.004506196019526849,0.9872324446113406,1.0,1,-1.2731335119367124,-0.36326092178544456
ISSUER_042,26,26,442580.92,96.12965247610772,4604,10526.823410078192,3875.0,1841.5451781059949,26.063038662033012,20.076472632493484,0.01737619461337967,0.0023892267593397048,24,0.2035186794092094,0.43440486533449174,0.017593397046046916,0.8545,3.013249348392702,177.07692307692307,17022.343076923076,0.005212858384013901,0.9826238053866203,1.0,0,2.28637917126936,1.2476089921339133
ISSUER_043,11,11,268676.81,125.49127043437646,2141,10787.047174217656,3854.0401681457265,1824.6772536198039,22.617650630546475,19.972013078000934,0.021952358710882764,0.0037365716954694066,11,0.10275572162540869,0.33582438113031293,0.014479215319943952,0.8636995827538247,3.0107426436244746,194.63636363636363,24425.164545454547,0.005137786081270434,0.9780476412891173,1.0,1,-2.4489783608915934,-2.979340572681927
ISSUER_044,17,17,245100.01,84.31372893016857,2907,10414.093753009976,3818.541451668387,1838.9607843137255,28.15435500515996,19.98657722738218,0.019951840385276916,0.0006879944960440316,16,0.13828689370485037,0.5132438940488476,0.016855865153078776,0.8558981233243967,2.9645682834537324,171.0,14417.647647058824,0.005503955968352253,0.9800481596147231,1.0,2,-0.24266268704362723,-2.351029784746481
ISSUER_045,22,22,560926.7,121.7024734215665,4609,10551.841501410283,3825.016272510306,1842.1967888912995,22.396734649598613,19.784940334128876,0.009112605771316989,0.00043393360815795185,24,0.1937513560425255,0.43566934259058365,0.019527012367107834,0.853585657370518,2.9752657843349968,209.5,25496.66818181818,0.005207203297895422,0.990887394228683,1.0,0,-0.9514846964800747,4.011742869456173
ISSUER_046,16,16,188937.24,64.63812521382141,2923,10458.628224426959,3794.560383167978,1862.512829284981,29.191686623332195,19.534416695176187,0.02565856996236743,0.0017105713308244953,18,0.14334587752309272,0.42559014710913445,0.017105713308244955,0.8585209003215434,3.0123161135819365,182.6875,11808.5775,0.006158056790968184,0.9743414300376325,1.0,2,0.8300834658294972,-3.8659503279656575
ISSUER_047,21,21,303226.3,74.37485896492518,4077,10470.661810154526,3826.9560951680155,1871.4454255580083,28.07860436595536,19.87708609271523,0.021584498405690457,0.004169732646553839,10,0.1896001962227128,0.3730684326710817,0.02305616875153299,0.8547008547008547,3.0122639195486878,194.14285714285714,14439.347619047618,0.0024527839097375523,0.9784155015943096,1.0,3,1.3769634301491573,-1.389606696601394
ISSUER_048,14,14,378746.2,139.09151670951158,2723,10435.80643408006,3843.5549026808667,1834.9456481821521,23.919364671318398,19.919430774880645,0.008813808299669483,0.0003672420124862284,8,0.26735218508997427,0.42343004039662135,0.026808666911494677,0.8568950563746748,2.998898273962541,194.5,27053.3,0.0029379360998898272,0.9911861917003305,1.0,4,-4.0881701164637425,2.034425791844078
ISSUER_049,18,18,352360.23,93.61323857598299,3764,10464.638267800212,3820.6695005313495,1862.7863974495217,24.141078639744954,19.71567215727949,0.016206163655685443,0.002391073326248672,9,0.10494155154091392,0.4226886291179596,0.019128586609989374,0.847894406033941,2.9155154091392137,209.11111111111111,19575.568333333333,0.002391073326248672,0.9837938363443146,1.0,4,-1.6104672101384825,-0.3590733351877474
ISSUER_050,19,19,327782.95,104.82345698752799,3127,10496.433869523506,3777.2625519667413,1841.9971218420212,23.15080268628078,20.002542372881354,0.011512631915574032,0.002238567316917173,21,0.12472017908538535,0.43236328749600256,0.018228333866325552,0.8372781065088757,2.975375759513911,164.57894736842104,17251.734210526316,0.006715701950751519,0.9884873680844259,1.0,2,-0.7459245961645133,-0.5283710762241653
