acquirer_id,merchant_portfolio_size,mcc_diversity,total_processing_volume,avg_transaction_amount,transaction_count,total_network_fees,unique_customers,country_diversity,avg_fraud_score,decline_rate,chargeback_count,cross_border_ratio,ecommerce_ratio,refund_rate,primary_network,avg_interchange_rate,transactions_per_merchant,volume_per_merchant,chargeback_rate,approval_rate,avg_fee_per_transaction,customers_per_merchant,cluster,pca_1,pca_2
ACQ_011,500,98,609334.62,100.61668097754293,6056,13694.03,933,7,24.739864597093792,0.01618229854689564,23,0.16083223249669748,0.39679656538969615,0.05052840158520475,6056,2.2454953764861294,12.112,1218.66924,0.003797886393659181,0.9838177014531043,2.2612334874504625,1.866,0,0.579487573620857,1.980690041649396
ACQ_012,500,98,604495.29,101.28942526809652,5968,13646.65,928,7,25.11806467828418,0.018599195710455763,33,0.1647117962466488,0.4011394101876676,0.0521112600536193,5968,2.257354222520107,11.936,1208.9905800000001,0.005529490616621984,0.9814008042895442,2.2866370643431635,1.856,3,-0.7840770125809967,-2.8126490335974923
ACQ_013,500,98,600055.62,99.59429377593361,6025,13509.52,931,7,24.751103734439834,0.014273858921161826,34,0.16315352697095437,0.39684647302904563,0.05659751037344398,6025,2.2557228215767635,12.05,1200.11124,0.005643153526970954,0.9857261410788382,2.24224398340249,1.862,2,-2.564327008236048,1.223947293239644
ACQ_014,500,98,603988.93,100.43048387096775,6014,13539.49,935,7,24.969413036248753,0.018124376454938477,32,0.15946125706684403,0.399235118057865,0.04838709677419355,6014,2.243709677419355,12.028,1207.9778600000002,0.005320917858330562,0.9818756235450615,2.251328566677752,1.87,0,-1.0906041984884849,0.004590038954288798
ACQ_015,500,98,612813.28,100.97434173669468,6069,13810.72,935,7,24.951014994232985,0.01730103806228374,30,0.15916955017301038,0.3982534190146647,0.05322128851540616,6069,2.2510051079255233,12.138,1225.6265600000002,0.004943153732081068,0.9826989619377162,2.275617070357555,1.87,0,1.0530150897594543,0.012914483728947624
ACQ_016,500,98,612651.49,100.51706152584084,6095,13781.89,920,7,24.866356029532405,0.018867924528301886,32,0.1793273174733388,0.39097621000820343,0.046431501230516814,6095,2.251376538146021,12.19,1225.30298,0.005250205086136177,0.9811320754716981,2.261179655455291,1.84,3,1.7828280623968689,-2.1004915120552976
ACQ_017,500,98,601764.2,99.8778755186722,6025,13551.56,938,7,24.849073858921162,0.014937759336099586,36,0.16149377593360995,0.4001659751037344,0.045809128630705395,6025,2.2510373443983402,12.05,1203.5284,0.005975103734439834,0.9850622406639005,2.2492215767634853,1.876,0,-1.9215894153309345,1.9085616171917568
ACQ_018,500,98,607042.16,100.93817093448621,6014,13714.29,922,7,24.86677585633522,0.018789491187229796,36,0.16528101097439307,0.4037246425008314,0.05021616228799468,6014,2.2533006318589957,12.028,1214.0843200000002,0.005986032590621883,0.9812105088127702,2.280394080478883,1.844,3,0.0012284004557172978,-2.7168846864517335
ACQ_019,500,98,610861.79,100.04287422207665,6106,13691.28,930,7,24.75708319685555,0.014903373730756633,22,0.1655748444153292,0.40992466426465773,0.05027841467409106,6106,2.2462135604323614,12.212,1221.72358,0.0036030134294136916,0.9850966262692433,2.242266622993777,1.86,0,1.1306729334138543,2.971621736741014
ACQ_020,500,98,620178.14,101.3197418722431,6121,13909.64,931,7,25.435930403528832,0.019114523770625714,31,0.17219408593367097,0.4131677830419866,0.04917497140990034,6121,2.2467783041986604,12.242,1240.35628,0.005064531939225617,0.9808854762293743,2.272445678810652,1.862,3,3.523266734693586,-1.825999402662536
ACQ_021,500,98,600318.36,99.22617520661157,6050,13517.39,915,7,24.822323966942147,0.016198347107438015,30,0.15834710743801653,0.3925619834710744,0.05024793388429752,6050,2.250785123966942,12.1,1200.63672,0.0049586776859504135,0.9838016528925619,2.234279338842975,1.83,2,-1.8711284122578518,-0.25255827042716833
ACQ_022,500,98,603500.4,100.81864350150352,5986,13568.61,937,7,25.092081523554963,0.019044437019712663,45,0.16371533578349481,0.3870698296024056,0.05245573003675242,5986,2.2502656197794857,11.972,1207.0008,0.007517540928833946,0.9809555629802873,2.2667240227196794,1.874,4,-1.9829486965094263,-2.769135522731289
ACQ_023,500,98,621144.12,101.61035825290365,6113,13853.45,937,7,24.52215933256993,0.016194994274496975,32,0.16718468836904957,0.39898576803533453,0.049075740225748406,6113,2.243970227384263,12.226,1242.28824,0.00523474562407983,0.983805005725503,2.2662277114346474,1.874,1,2.7490194509407067,2.017051094905254
ACQ_024,500,98,602923.85,101.36581203765971,5948,13600.45,923,7,24.89386012104909,0.01647612642905178,31,0.15887693342299933,0.4011432414256893,0.05279085406859448,5948,2.252805985205111,11.896,1205.8477,0.005211835911230666,0.9835238735709482,2.2865585070611973,1.846,2,-1.3328684183128594,-1.2228523210477855
ACQ_025,500,98,621301.45,101.12328287760415,6144,13995.86,933,7,24.844869791666667,0.017415364583333332,26,0.1611328125,0.40087890625,0.052897135416666664,6144,2.2533414713541666,12.288,1242.6028999999999,0.004231770833333333,0.9825846354166666,2.2779720052083334,1.866,1,3.37399003092887,0.446460827093587
ACQ_026,500,98,593472.83,100.40142615462696,5911,13319.52,933,7,24.729492471663,0.015902554559296227,22,0.1674843512096092,0.3928269328370834,0.05007612925054982,5911,2.2499374048384366,11.822,1186.9456599999999,0.003721874471324649,0.9840974454407038,2.2533446117408222,1.866,2,-3.2718618545711715,1.4278012899324966
ACQ_027,500,98,600237.57,99.67412321487878,6022,13536.24,931,7,24.675865161076054,0.016273663234805714,25,0.16655596147459314,0.3983726336765194,0.046496180670873466,6022,2.252246761873132,12.044,1200.47514,0.004151444702756559,0.9837263367651943,2.247798073729658,1.862,2,-1.3554819879271205,1.5676857524993346
ACQ_028,500,98,616315.63,101.33436862874055,6082,13894.63,921,7,25.082446563630384,0.018908253863860573,33,0.1588293324564288,0.3992107859256823,0.05113449523183163,6082,2.254947385728379,12.164,1232.63126,0.005425846760933903,0.9810917461361395,2.2845494902992436,1.842,3,1.990736266673784,-2.821505295722417
ACQ_029,500,98,593422.6,99.98695871946082,5935,13296.37,929,7,24.82546082561078,0.016680707666385845,29,0.16478517270429655,0.40033698399326034,0.051221566975568664,5935,2.2501128896377423,11.87,1186.8452,0.004886267902274642,0.9833192923336141,2.2403319292333617,1.858,2,-3.620829280992103,0.1121361147089759
ACQ_030,500,98,613486.55,101.43626818783069,6048,13833.52,908,7,24.9860830026455,0.01917989417989418,27,0.16980820105820105,0.39814814814814814,0.054563492063492064,6048,2.248607804232804,12.096,1226.9731000000002,0.004464285714285714,0.9808201058201058,2.2872883597883598,1.816,3,2.178702620730727,-3.726855826594043
